imdb_id,question
tt1859650,What is the main plot of 'To Rome with Love'?
tt1859650,Who directed the movie 'To Rome with Love'?
tt1859650,Can you list some of the main cast members of 'To Rome with Love'?
tt1859650,What year was 'To Rome with Love' released?
tt1859650,How long is the runtime of 'To Rome with Love'?
tt3521442,What is the release year of the movie 'Journey to the West'?
tt3521442,Who directed 'Journey to the West'?
tt3521442,Can you provide a short summary of 'Journey to the West'?
tt3521442,What is the runtime of 'Journey to the West'?
tt3521442,Who are the main cast members of 'Journey to the West'?
tt6440810,What is the title of the movie that showcases West Ham United's transition to a new home?
tt6440810,Who directed the documentary about the fans and behind-the-scenes moments of West Ham United?
tt6440810,In what year was the movie 'Iron Men' released?
tt6440810,What is the runtime of the film focusing on West Ham United?
tt6440810,Can you provide the IMDb ID for 'Iron Men'?
tt4536540,What is the year of release for the movie 'Fassbinder'?
tt4536540,Who directed the documentary 'Fassbinder'?
tt4536540,Can you provide a brief summary of the film 'Fassbinder'?
tt4536540,What is the runtime of the movie 'Fassbinder'?
tt4536540,What is the IMDB rating for 'Fassbinder'?
tt1454523,What is the main conflict that Andreu faces in the film Black Bread?
tt1454523,Who is the director of the movie Black Bread and what year was it released?
tt1454523,Can you describe the moral journey that Andreu undergoes throughout the story?
tt1454523,What genre does the movie Black Bread belong to?
tt1454523,What is the runtime of Black Bread and what is its IMDb rating?
tt1870529,What is the main plot of the movie 'Won't Back Down'?
tt1870529,What challenges do the mothers face in their quest to change the school?
tt1870529,Who are the primary actors featured in 'Won't Back Down'?
tt1870529,What year was 'Won't Back Down' released?
tt1870529,Who directed the film and who wrote the screenplay?
tt1087578,What is the main theme of the movie Still Walking?
tt1087578,Who directed the film Still Walking?
tt1087578,What significant event brings the family together in Still Walking?
tt1087578,How long is the runtime of the movie Still Walking?
tt1087578,Can you give a brief summary of the film Still Walking?
tt2798920,What is the main premise of the movie Annihilation?
tt2798920,Who directed Annihilation and who are the main cast members?
tt2798920,What genres does Annihilation belong to?
tt2798920,How long is the runtime of Annihilation?
tt2798920,Where can I find the trailer for Annihilation?
tt0478044,What is the main plot of the movie Takeshis' from 2005?
tt0478044,Who directed the movie Takeshis' and also wrote it?
tt0478044,Can you tell me about the characters Beat Takeshi and Kitano in the film?
tt0478044,What genres does the movie Takeshis' fall under?
tt0478044,Is there a trailer available for Takeshis' and where can I find it?
tt5540188,What is the plot of The Nile Hilton Incident?
tt5540188,Who is the director of The Nile Hilton Incident?
tt5540188,What year was The Nile Hilton Incident released?
tt5540188,How long is the runtime of The Nile Hilton Incident?
tt5540188,What genres does The Nile Hilton Incident belong to?
tt2527336,What is the main focus of Rey's character development in the movie Star Wars: The Last Jedi?
tt2527336,Who directed the film Star Wars: The Last Jedi?
tt2527336,Can you provide a brief summary of the events occurring in Star Wars: The Last Jedi?
tt2527336,What year was Star Wars: The Last Jedi released?
tt2527336,What are the genres associated with Star Wars: The Last Jedi?
tt5843990,Who is the director of The Woman Who Left?
tt5843990,What is the summary of The Woman Who Left?
tt5843990,How long is the runtime of The Woman Who Left?
tt5843990,What year was The Woman Who Left released?
tt5843990,Can you provide the IMDb ID for The Woman Who Left?
tt2011311,What is the title and release year of the movie that features an American former G.I. joining the yakuza in post-WWII Japan?
tt2011311,Can you summarize the plot of 'The Outsider' and mention the time period it is set in?
tt2011311,What are the main genres associated with the movie 'The Outsider'?
tt2011311,Who directed 'The Outsider' and who are some of the cast members?
tt2011311,What is the IMDb rating and runtime for 'The Outsider' and is there a trailer available?
tt7853242,What is the main dilemma faced by the characters in Love Per Square Foot?
tt7853242,Who are the lead actors in the movie Love Per Square Foot?
tt7853242,What year was Love Per Square Foot released?
tt7853242,Can you provide a brief summary of Love Per Square Foot?
tt7853242,Who directed the movie Love Per Square Foot?
tt5997928,What is the central premise of 'Hotel Salvation' regarding the father's request?
tt5997928,In which year was the movie 'Hotel Salvation' released?
tt5997928,Can you tell me the genre classifications of 'Hotel Salvation'?
tt5997928,Who directed the film 'Hotel Salvation' and who is the writer?
tt5997928,What is the runtime of the movie 'Hotel Salvation' in minutes?
tt7877382,What happens when The Joker targets The Daily Planet building in the movie Lego DC Comics Super Heroes: The Flash?
tt7877382,Who assists The Flash in breaking the time loop caused by his powers?
tt7877382,"Can you tell me about the role of The Atom, Krypto the Super Dog, and Ace the Bat Hound in the film?"
tt7877382,What is the runtime of Lego DC Comics Super Heroes: The Flash?
tt7877382,Who directed the movie and who are the main voice actors involved?
tt5017936,What is the central conflict that psychologist Dr. Fonda faces in the movie Prodigy?
tt5017936,Can you explain the nature of Ellie's intelligence and how it affects her interactions with Dr. Fonda?
tt5017936,What genres does Prodigy belong to?
tt5017936,Who is the director and writer of the film Prodigy?
tt5017936,How long is the runtime of Prodigy?
tt4765284,What is the main premise of Pitch Perfect 3?
tt4765284,Who directed the movie Pitch Perfect 3?
tt4765284,How long is the runtime of Pitch Perfect 3?
tt4765284,What genres does Pitch Perfect 3 fall under?
tt4765284,Which actors are part of the cast in Pitch Perfect 3?
tt1291566,What is the main plot of The Vanishing of Sidney Hall?
tt1291566,Who directed The Vanishing of Sidney Hall?
tt1291566,What genres does The Vanishing of Sidney Hall belong to?
tt1291566,Who are the main actors featured in The Vanishing of Sidney Hall?
tt1291566,What year was The Vanishing of Sidney Hall released?
tt2283362,What is the main premise of Jumanji: Welcome to the Jungle?
tt2283362,Who directed the movie Jumanji: Welcome to the Jungle?
tt2283362,What year was Jumanji: Welcome to the Jungle released?
tt2283362,Can you tell me about the characters in Jumanji: Welcome to the Jungle?
tt2283362,What is the runtime of Jumanji: Welcome to the Jungle?
tt0457430,What is the main plot of Pan's Labyrinth and how does it differ from traditional fairy tales?
tt0457430,Who is the main character and what challenges does she face in the story?
tt0457430,Can you tell me about the historical context in which Pan's Labyrinth is set?
tt0457430,Who directed Pan's Labyrinth and who are some of the key cast members?
tt0457430,What is the significance of the tasks the girl must complete to prove her royalty?
tt7160070,What is the main premise of 'Along with the Gods: The Two Worlds'?
tt7160070,Who directed the movie and who are the main actors?
tt7160070,How long is the runtime of 'Along with the Gods: The Two Worlds'?
tt7160070,What genre does this movie belong to?
tt7160070,What does the protagonist need to do in order to be reincarnated?
tt0244479,What is the main historical event that influences the plot of Dark Blue World?
tt0244479,"How do the relationships between Franta, Karel, and Susan evolve throughout the film?"
tt0244479,What is the runtime of Dark Blue World?
tt0244479,Who directed the movie Dark Blue World and who are the main cast members?
tt0244479,Can you provide a brief summary of the movie's themes and main conflicts?
tt2901736,What is the main storyline of the movie Ilo Ilo?
tt2901736,"In what year is the movie Ilo Ilo set, and what major event is occurring during that time?"
tt2901736,Who directed the film Ilo Ilo and who is the writer?
tt2901736,"Can you provide details about the characters, particularly Jiale and Teresa, in Ilo Ilo?"
tt2901736,What is the IMDb rating of Ilo Ilo and how long is its runtime?
tt0310793,Who directed the documentary Bowling for Columbine?
tt0310793,What is the primary focus of Michael Moore's investigation in this film?
tt0310793,In what year was Bowling for Columbine released?
tt0310793,Can you provide a short summary of the film's themes?
tt0310793,What is the runtime of Bowling for Columbine?
tt4468740,What is the main storyline of Paddington 2 and how does it involve Paddington's Aunt Lucy?
tt4468740,Who directed Paddington 2 and who is one of the notable cast members?
tt4468740,What unique item does Paddington seek for Aunt Lucy's 100th birthday and where does he find it?
tt4468740,How long is the runtime for Paddington 2 and what is its overall rating?
tt4468740,Can you provide a link to the trailer for Paddington 2 and describe its genres?
tt6333054,What is the title of the documentary released in 2017 that explores the vanishing coral reefs?
tt6333054,Who directed the 2017 film about coral reefs and the efforts to uncover their mysteries?
tt6333054,Can you provide a brief summary of the movie 'Chasing Coral'?
tt6333054,What is the runtime of the documentary 'Chasing Coral'?
tt6333054,What is the IMDb rating for the movie that chronicles the adventure of divers and scientists investigating coral reefs?
tt7291268,What does the documentary 'Gaga: Five Foot Two' reveal about Lady Gaga's life beyond her performances?
tt7291268,Who directed the movie 'Gaga: Five Foot Two' and who contributed to its writing?
tt7291268,Can you share more about the emotional journey depicted in 'Gaga: Five Foot Two'?
tt7291268,What major events does Lady Gaga prepare for in the documentary?
tt7291268,What is the runtime of 'Gaga: Five Foot Two' and how is it rated on IMDB?
tt6223974,What is the main achievement discussed in the movie The Farthest?
tt6223974,Who directed the documentary The Farthest?
tt6223974,How long is the runtime of The Farthest?
tt6223974,What significant distance has the Voyager spaceship traveled?
tt6223974,What is included in the Golden Record carried by Voyager?
tt6304162,What is the main conflict in the movie 'Loveless'?
tt6304162,Who are the parents in 'Loveless' and what are their names?
tt6304162,How long is the runtime of the movie 'Loveless'?
tt6304162,What event prompts Boris and Zhenya to search for their son?
tt6304162,Who directed the film 'Loveless' and what year was it released?
tt6333060,What is the central theme of the movie Icarus?
tt6333060,Who directed the documentary Icarus?
tt6333060,In what year was the movie Icarus released?
tt6333060,What are the main genres associated with Icarus?
tt6333060,Can you provide a link to the trailer for Icarus?
tt5862312,What is the main premise of the movie 'Veronica'?
tt5862312,In what year does the story of 'Veronica' take place?
tt5862312,Who directed the film 'Veronica'?
tt5862312,What supernatural occurrence does Verónica experience after playing Ouija?
tt5862312,How long is the runtime of 'Veronica'?
tt5207262,What real events inspired the film Hostages released in 2017?
tt5207262,Who directed the movie Hostages and what notable roles did the cast play?
tt5207262,What was the fate of the hijackers depicted in the movie Hostages?
tt5207262,Can you provide a brief summary of the plot of Hostages?
tt5207262,What genres does the movie Hostages belong to and how long is its runtime?
tt3772612,What is the main focus of the documentary 'Tsukiji Wonderland'?
tt3772612,How many workers are employed at the Tsukiji Fish Market?
tt3772612,In what year was 'Tsukiji Wonderland' released?
tt3772612,Who directed the documentary 'Tsukiji Wonderland'?
tt3772612,What is the IMDb rating of 'Tsukiji Wonderland'?
tt4975280,What is the setting and time period of the movie 'Strangled'?
tt4975280,Who directed the film 'Strangled' and who is one of the main cast members?
tt4975280,Can you provide a brief summary of the plot of 'Strangled'?
tt4975280,What is the IMDb rating and runtime for 'Strangled'?
tt4975280,In which genre does 'Strangled' fall under?
tt2395417,What is the main premise of the movie Still Life?
tt2395417,Who directed the film Still Life and who are the main cast members?
tt2395417,What year was Still Life released and what is its runtime?
tt2395417,What themes are explored in Still Life according to the summary?
tt2395417,Can you provide the IMDb identification number for the movie Still Life?
tt1571409,What is the main premise of the movie Parked?
tt1571409,Who is the director of Parked and what is the year of its release?
tt1571409,Can you tell me about the relationship between Fred and Cathal in the movie?
tt1571409,What is the runtime of Parked and what genres does it belong to?
tt1571409,Who are the main actors featured in the cast of Parked?
tt0425458,What is the plot of the movie 'Six Shooter' and how does it relate to themes of grief?
tt0425458,Who directed and wrote 'Six Shooter' and what other works might they be known for?
tt0425458,Can you provide details about the main character Donnelly and his journey throughout the film?
tt0425458,What is the genre of 'Six Shooter' and how does it blend elements of comedy and drama?
tt0425458,How long is the runtime of 'Six Shooter' and where can I find a trailer for it?
tt1600524,What is the main theme of the movie Heartbeats?
tt1600524,Who are the primary characters in Heartbeats?
tt1600524,Can you tell me about the director of Heartbeats?
tt1600524,What is the runtime of the movie Heartbeats?
tt1600524,Is there a trailer available for Heartbeats?
tt5580036,"What is the main story of the movie 'I, Tonya' and how does it relate to Tonya Harding's skating career?"
tt5580036,"Who directed the film 'I, Tonya' and who are the main actors involved?"
tt5580036,What significant event is Tonya Harding most known for that impacted her skating career?
tt5580036,"How long is the movie 'I, Tonya' and what genres does it fall under?"
tt5580036,Can you provide a brief summary of the film's plot and the challenges Tonya faced in figure skating?
tt3901826,Who is the director of The Breadwinner?
tt3901826,What year was The Breadwinner released?
tt3901826,What is the main premise of The Breadwinner?
tt3901826,Which themes are explored in The Breadwinner?
tt3901826,Can you provide the IMDb ID for The Breadwinner?
tt7315526,What is the main theme of the movie Devil's Tree: Rooted Evil?
tt7315526,Who is the director of Devil's Tree: Rooted Evil?
tt7315526,Can you tell me about the lead character Sam in the film?
tt7315526,How long is the runtime of Devil's Tree: Rooted Evil?
tt7315526,Is there a trailer available for Devil's Tree: Rooted Evil?
tt4513316,What is the release year of the movie Novitiate?
tt4513316,Who directed the film Novitiate?
tt4513316,Can you provide a brief summary of Novitiate?
tt4513316,What is the runtime of the movie Novitiate?
tt4513316,What genre does the movie Novitiate belong to?
tt4173170,What is the main struggle faced by Jussi Ketola in The Eternal Road?
tt4173170,Who directed the movie The Eternal Road and who wrote it?
tt4173170,What is the runtime of The Eternal Road and what year was it released?
tt4173170,Can you provide a link to the trailer for The Eternal Road?
tt4173170,What genres does The Eternal Road belong to?
tt5580390,Who is the director of The Shape of Water?
tt5580390,What year was The Shape of Water released?
tt5580390,What is the main theme of the movie as described in the summary?
tt5580390,What is the runtime of The Shape of Water?
tt5580390,Can you provide the IMDb ID for The Shape of Water?
tt3411444,What is the main plot of the movie Ferdinand?
tt3411444,Who is the director of Ferdinand and what is the movie's release year?
tt3411444,Can you provide the IMDb ID for the movie Ferdinand?
tt3411444,What genre does the movie Ferdinand fall under?
tt3411444,Who are the main voice actors in the film Ferdinand?
tt4966532,What is the main plot of the movie 'I Remember You'?
tt4966532,Who directed the film 'I Remember You'?
tt4966532,What is the runtime of 'I Remember You'?
tt4966532,What genre does 'I Remember You' fall under?
tt4966532,Where can I find the trailer for 'I Remember You'?
tt5538568,What is the premise of the movie 'My Entire High School Sinking Into the Sea'?
tt5538568,Who directed and wrote the film 'My Entire High School Sinking Into the Sea'?
tt5538568,Can you tell me the runtime of 'My Entire High School Sinking Into the Sea'?
tt5538568,What genres is 'My Entire High School Sinking Into the Sea' classified under?
tt5538568,Who are some of the main cast members in 'My Entire High School Sinking Into the Sea'?
tt0490166,What is the main plot of the movie 'London to Brighton'?
tt0490166,Who is the director of the film 'London to Brighton'?
tt0490166,Can you give me a brief summary of the film's storyline?
tt0490166,What is the runtime of 'London to Brighton'?
tt0490166,What genres does the movie 'London to Brighton' belong to?
tt1525915,What is the main theme explored in The Great Vazquez?
tt1525915,Who directed The Great Vazquez and who are some of the cast members?
tt1525915,In which year was The Great Vazquez released?
tt1525915,What is the runtime of The Great Vazquez?
tt1525915,What genres does The Great Vazquez belong to?
tt1937149,What happened to the guard at the morgue who left his post?
tt1937149,Who is Mayka Villaverde and why is her body missing?
tt1937149,What is the significance of the phrase 'every death is a homicide until proven otherwise' in the movie?
tt1937149,Who directed 'The Body' and who are the main cast members?
tt1937149,What is the runtime of the movie and what genre does it belong to?
tt6263642,Who directed the documentary Generation Iron 2?
tt6263642,What is the main focus of the film Generation Iron 2?
tt6263642,Which bodybuilding mega-stars are featured in Generation Iron 2?
tt6263642,How long is the runtime of Generation Iron 2?
tt6263642,What is the IMDb rating for Generation Iron 2?
tt4995790,What is the central theme of the installation titled 'The Square' that Christian curates?
tt4995790,How does Christian's handling of his phone theft contribute to the film's exploration of personal ideals?
tt4995790,Who is the director of the movie and what is his contribution beyond directing?
tt4995790,Can you provide details about the runtime and release year of 'The Square'?
tt4995790,"What genres best describe the movie, and who are the key cast members featured in it?"
tt7057496,What is the main plot of the movie 'Forgotten'?
tt7057496,Who directed the film 'Forgotten' and who wrote it?
tt7057496,What happens to Yoo-Seok after he returns home?
tt7057496,Can you tell me about the family members in 'Forgotten'?
tt7057496,What genres does the movie 'Forgotten' belong to?
tt5698496,What is the main plot of The Girl Without Hands?
tt5698496,Who directed the movie The Girl Without Hands?
tt5698496,What year was The Girl Without Hands released?
tt5698496,What genres does The Girl Without Hands belong to?
tt5698496,Can you provide a link to the trailer for The Girl Without Hands?
tt1230168,What is the main plot of the movie Same Kind of Different as Me?
tt1230168,Who directed the movie Same Kind of Different as Me?
tt1230168,What is the runtime of Same Kind of Different as Me?
tt1230168,Can you tell me the release year of Same Kind of Different as Me?
tt1230168,Who are the main actors in Same Kind of Different as Me?
tt4923200,What is the main secret that the teacher reveals to the classroom in Meester Kikker?
tt4923200,In which year was the movie Meester Kikker released?
tt4923200,Who directed the movie Meester Kikker?
tt4923200,Can you provide a brief summary of the plot of Meester Kikker?
tt4923200,What is the runtime of Meester Kikker?
tt5886440,What is the plot of the movie Marrowbone?
tt5886440,Who directed the film Marrowbone and who wrote it?
tt5886440,Can you list the main cast members of Marrowbone?
tt5886440,What are the genres associated with Marrowbone?
tt5886440,How long is the runtime of the movie Marrowbone?
tt5825380,What is the main setting of the movie 'Wonder Wheel'?
tt5825380,Who are the central characters in 'Wonder Wheel' and what are their roles?
tt5825380,What themes are explored in the film 'Wonder Wheel'?
tt5825380,Can you provide the runtime and release year of 'Wonder Wheel'?
tt5825380,Who directed and wrote the movie 'Wonder Wheel'?
tt3521126,What is the main premise of The Disaster Artist?
tt3521126,Who directed The Disaster Artist?
tt3521126,What is the runtime of The Disaster Artist?
tt3521126,Which actors play significant roles in The Disaster Artist?
tt3521126,In what year was The Disaster Artist released?
tt6225520,What challenges does Charles Dickens face while writing his Christmas story in 'The Man Who Invented Christmas'?
tt6225520,How did Dickens' family situation contribute to his struggles in the film?
tt6225520,What are the main themes explored in the movie related to Dickens' childhood memories?
tt6225520,Can you tell me about the creative process Dickens undergoes to overcome his writer's block?
tt6225520,Who directed 'The Man Who Invented Christmas' and who are the main actors featured in it?
tt4954522,What is the main character's background before attending veterinary school?
tt4954522,Who is the director of the movie 'Raw'?
tt4954522,What genre does the movie 'Raw' fall under?
tt4954522,Can you provide a brief summary of the movie's plot?
tt4954522,What is the runtime of the film 'Raw'?
tt4170344,What is the main event that the documentary 'I Called Him Morgan' revolves around?
tt4170344,Who directed the film 'I Called Him Morgan'?
tt4170344,What are the key themes explored in the movie 'I Called Him Morgan'?
tt4170344,In what year did the murder of Lee Morgan occur?
tt4170344,What is the runtime of the documentary 'I Called Him Morgan'?
tt5974460,What is the main conflict in The Women's Balcony?
tt5974460,Who directed the movie The Women's Balcony?
tt5974460,Can you tell me more about the genre of The Women's Balcony?
tt5974460,What is the runtime for The Women's Balcony?
tt5974460,Who are the main cast members in The Women's Balcony?
tt5693136,What historical event does the movie 'Giant' involve?
tt5693136,How does Martin feel about his brother Joaquín's height?
tt5693136,What themes are explored in the film 'Giant'?
tt5693136,Who directed the movie 'Giant' and who wrote it?
tt5693136,Can you provide a link to the trailer for 'Giant'?
tt2102508,What is the main theme of the documentary 'The Last Laugh'?
tt2102508,Who directed the film 'The Last Laugh'?
tt2102508,Can you name some of the comedians featured in 'The Last Laugh'?
tt2102508,What year was 'The Last Laugh' released?
tt2102508,What is the runtime of the documentary 'The Last Laugh'?
tt6573444,What year was the documentary Human Flow released?
tt6573444,Who is the director of Human Flow and what is his background?
tt6573444,Can you summarize the main theme addressed in Human Flow?
tt6573444,How long is the runtime of the film Human Flow?
tt6573444,"In how many countries was Human Flow filmed, and can you name a few of them?"
tt6175670,"What year was the movie 'Burn Motherfucker, Burn!' released?"
tt6175670,"Who directed the documentary 'Burn Motherfucker, Burn!'?"
tt6175670,"What major themes does the movie 'Burn Motherfucker, Burn!' explore?"
tt6175670,"Can you provide the IMDb ID for 'Burn Motherfucker, Burn!'?"
tt6175670,"What is the runtime of the documentary 'Burn Motherfucker, Burn!'?"
tt4769824,What is the main setting of the movie 'In This Corner of the World'?
tt4769824,Who directed and wrote 'In This Corner of the World'?
tt4769824,What challenges does the main character face during the film?
tt4769824,Can you provide the IMDb rating for 'In This Corner of the World'?
tt4769824,What genres does the movie 'In This Corner of the World' belong to?
tt4936450,What is the primary conflict that Romeo faces regarding his daughter Eliza's future?
tt4936450,Which scholarship opportunity has Eliza secured before her final exams?
tt4936450,Who is the director of the film 'Graduation'?
tt4936450,What themes are explored in 'Graduation' as suggested by its summary?
tt4936450,How long is the runtime of the movie 'Graduation'?
tt5969696,What historical era does 'The Battleship Island' take place in?
tt5969696,Who directed the movie 'The Battleship Island'?
tt5969696,Can you provide a summary of the plot of 'The Battleship Island'?
tt5969696,What is the runtime of the movie 'The Battleship Island'?
tt5969696,Who are the main cast members featured in 'The Battleship Island'?
tt4686844,What is the main plot of 'The Death of Stalin'?
tt4686844,Who directed and wrote 'The Death of Stalin'?
tt4686844,Can you provide a brief summary of 'The Death of Stalin'?
tt4686844,What genres does 'The Death of Stalin' belong to?
tt4686844,What is the runtime of 'The Death of Stalin'?
tt7245176,What year was the movie Paradox released?
tt7245176,Who directed the film Paradox?
tt7245176,Can you provide a brief summary of the plot of Paradox?
tt7245176,What is the main genre of the movie?
tt7245176,How long is the runtime of Paradox?
tt6878820,What is the main premise of the movie Z-O-M-B-I-E-S and how does it relate to the world of Seabrook?
tt6878820,Who are the two main characters in Z-O-M-B-I-E-S and what are their aspirations?
tt6878820,What challenges do Addison and Zed face while trying to prove their worth at Seabrook High School?
tt6878820,In what ways do the zombies in Z-O-M-B-I-E-S contribute to the story's themes of diversity and acceptance?
tt6878820,Who directed the 2018 movie Z-O-M-B-I-E-S and what is its runtime?
tt7387408,What is the main character's name in the movie 2048: Nowhere to Run?
tt7387408,Who directed the film 2048: Nowhere to Run?
tt7387408,Can you tell me about the themes present in the film 2048: Nowhere to Run?
tt7387408,What is the runtime of the movie 2048: Nowhere to Run?
tt7387408,Is there a trailer available for 2048: Nowhere to Run?
tt6878038,What year does A Taxi Driver take place in?
tt6878038,Who plays the role of the taxi driver in the movie?
tt6878038,What is the main conflict that the taxi driver faces during his journey?
tt6878038,How much does the taxi driver hope to earn for the trip to Gwangju?
tt6878038,What significant event is being covered by the German reporter in the film?
tt7056732,What is the main plot of the movie Midnight Runners?
tt7056732,Who are the main characters in Midnight Runners and what are their roles?
tt7056732,In what year was Midnight Runners released?
tt7056732,What are the primary genres of the movie Midnight Runners?
tt7056732,Who directed Midnight Runners and who wrote the screenplay?
tt7326248,What is the main premise of the movie 2036: Nexus Dawn?
tt7326248,Who is the director of 2036: Nexus Dawn?
tt7326248,What year was 2036: Nexus Dawn released?
tt7326248,Can you provide the IMDB ID for 2036: Nexus Dawn?
tt7326248,Who are the main cast members in 2036: Nexus Dawn?
tt5697870,What is the main premise of the movie Lucknow Central?
tt5697870,Who directed the film Lucknow Central and who are the main cast members?
tt5697870,In what year was Lucknow Central released and how long is its runtime?
tt5697870,What genres does the movie Lucknow Central belong to?
tt5697870,Can you provide a link to the trailer for Lucknow Central?
tt5651050,What is the main theme explored in the documentary 'Bright Lights: Starring Carrie Fisher and Debbie Reynolds'?
tt5651050,Who directed the film 'Bright Lights: Starring Carrie Fisher and Debbie Reynolds'?
tt5651050,What is the runtime of the documentary 'Bright Lights: Starring Carrie Fisher and Debbie Reynolds'?
tt5651050,Can you tell me about the family dynamics depicted in 'Bright Lights: Starring Carrie Fisher and Debbie Reynolds'?
tt5651050,What rating did 'Bright Lights: Starring Carrie Fisher and Debbie Reynolds' receive on IMDb?
tt4771932,What year was the movie The Happiest Day in the Life of Olli Mäki released?
tt4771932,Who is the director of The Happiest Day in the Life of Olli Mäki?
tt4771932,Can you summarize the main plot of The Happiest Day in the Life of Olli Mäki?
tt4771932,What genres does The Happiest Day in the Life of Olli Mäki belong to?
tt4771932,What recognition did The Happiest Day in the Life of Olli Mäki receive at the Cannes Film Festival?
tt8005338,What are the main themes explored in Chris Rock's stand-up special Tamborine?
tt8005338,What year was the comedy special Chris Rock: Tamborine released?
tt8005338,Who directed the comedy special Chris Rock: Tamborine?
tt8005338,How long is the runtime for Chris Rock: Tamborine?
tt8005338,Can you provide a link to the trailer for Chris Rock: Tamborine?
tt3666024,What is the main storyline of The Red Turtle?
tt3666024,Who directed the 2016 animated film The Red Turtle?
tt3666024,Can you summarize the challenges the mariner faces on the island in The Red Turtle?
tt3666024,What is the significance of the red turtle in the movie's narrative?
tt3666024,How long is the runtime of The Red Turtle?
tt3859272,What is the main premise of the movie Tragedy Girls?
tt3859272,In which year was Tragedy Girls released?
tt3859272,Who directed the film Tragedy Girls?
tt3859272,Can you tell me about the runtime of Tragedy Girls?
tt3859272,What genres does Tragedy Girls belong to?
tt5990474,"What is the title of the movie released in 2017 that features a Korean-born man in Columbus, Indiana?"
tt5990474,Who directed the film Columbus?
tt5990474,Can you provide a brief summary of Columbus?
tt5990474,What is the main conflict faced by the young woman in the movie?
tt5990474,Which actors are part of the cast in Columbus?
tt5726616,Who directed the movie 'Call Me by Your Name'?
tt5726616,What is the main setting of the film?
tt5726616,Can you provide a brief summary of the relationship between Elio and Oliver?
tt5726616,What year is the movie set in?
tt5726616,What is the runtime of 'Call Me by Your Name'?
tt6203570,What is the release year of the movie 'Mountain'?
tt6203570,Who directed the documentary 'Mountain'?
tt6203570,Can you provide the IMDb ID for 'Mountain'?
tt6203570,What is the main focus of the documentary 'Mountain'?
tt6203570,Who narrates the film 'Mountain' and what is their notable role?
tt5311514,What is the main premise of the movie 'Your Name'?
tt5311514,Who directed and wrote 'Your Name'?
tt5311514,Can you describe the main characters Mitsuha and Taki?
tt5311514,What are the primary genres associated with 'Your Name'?
tt5311514,What is the runtime of the movie and when was it released?
tt5215486,What is the main historical focus of the documentary Dawson City: Frozen Time?
tt5215486,In what year were the lost films discovered in Dawson City?
tt5215486,Who directed and wrote the documentary Dawson City: Frozen Time?
tt5215486,What is the total runtime of the movie Dawson City: Frozen Time?
tt5215486,Which composer collaborated on the score for the film Dawson City: Frozen Time?
tt4846232,What is the central conflict that drives the plot of Good Time?
tt4846232,Who directed the movie Good Time and what is its release year?
tt4846232,Can you provide a brief overview of the relationship between Connie and his brother Nick?
tt4846232,What genres does the movie Good Time belong to?
tt4846232,What happens to Nick after the bank robbery in Good Time?
tt6333086,What is the main conflict that Menashe faces in the movie?
tt6333086,In which community does Menashe live and work?
tt6333086,What language is the film performed in?
tt6333086,Who directed the film Menashe?
tt6333086,How long is the runtime of the movie?
tt6408226,What is the main theme of the movie 'Newness'?
tt6408226,Who directed the film 'Newness'?
tt6408226,Can you list the main cast of 'Newness'?
tt6408226,What year was 'Newness' released?
tt6408226,What is the runtime of 'Newness'?
tt4420704,What is the main focus of the film 'Kedi' and how does it portray the cats of Istanbul?
tt4420704,Who directed the documentary 'Kedi' and who contributed to its writing?
tt4420704,How long is the runtime of the movie 'Kedi'?
tt4420704,Can you provide a brief summary of 'Kedi' highlighting its themes and setting?
tt4420704,What is the IMDb rating for the movie 'Kedi' and what genre does it belong to?
tt5027774,"Who directed the movie Three Billboards Outside Ebbing, Missouri?"
tt5027774,"What is the main plot of Three Billboards Outside Ebbing, Missouri?"
tt5027774,Which actress plays the role of Mildred Hayes in the film?
tt5027774,"How long is the runtime of the movie Three Billboards Outside Ebbing, Missouri?"
tt5027774,"What is the IMDb rating for Three Billboards Outside Ebbing, Missouri?"
tt4129428,What is the main plot of the movie Jagga Jasoos?
tt4129428,Who directed the movie Jagga Jasoos?
tt4129428,Can you tell me the runtime of Jagga Jasoos?
tt4129428,What genres does Jagga Jasoos belong to?
tt4129428,Who are the main cast members in Jagga Jasoos?
tt2396589,What is the main setting of the movie Mudbound?
tt2396589,Who are the two families depicted in Mudbound and what are their backgrounds?
tt2396589,What themes does Mudbound explore regarding race and friendship?
tt2396589,How does the film Mudbound portray the impact of WWII on its characters?
tt2396589,Who directed the movie Mudbound and what is its runtime?
tt4494718,What is the main theme explored in the movie Final Portrait?
tt4494718,Who directed the film and who are the lead actors in it?
tt4494718,In which year is Final Portrait set during the story?
tt4494718,What artistic process does the film shed light on through the friendship of James Lord and Alberto Giacometti?
tt4494718,How long is the runtime of Final Portrait?
tt2321405,What is the release year of the movie My Life as a Zucchini?
tt2321405,Who is the director of My Life as a Zucchini?
tt2321405,What is the main theme explored in My Life as a Zucchini?
tt2321405,Can you provide a brief summary of My Life as a Zucchini?
tt2321405,What genres does My Life as a Zucchini fall under?
tt5186714,What is the main conflict faced by Ranaa and Emad in 'The Salesman'?
tt5186714,Who is the director of the film 'The Salesman'?
tt5186714,What are the genres that describe the movie 'The Salesman'?
tt5186714,Can you provide a brief summary of the plot of 'The Salesman'?
tt5186714,How long is the runtime of 'The Salesman'?
